TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
B,B,C,D,C,A,B,B,A,A,A,A,A,B,C,D,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,A,B,A,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,K,D,C,B,B,B,A,A,B,A,A,B,C,D,A,A,B,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,B,C,C,B,C,D,E,B,C,A,A,A,B,B,B,B,D,'ACIMA DA MÉDIA '
B,B,J,C,D,B,C,B,B,A,B,A,B,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,C,B,B,B,B,A,A,B,A,A,B,C,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,C,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,B,D,D,B,B,B,B,A,B,A,A,B,C,D,A,A,B,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,C,B,E,C,B,B,B,A,A,B,A,B,B,C,F,A,A,B,A,A,B,G,A,A,B,A,A,A,A,A,C,B,C,C,C,B,B,C,A,A,B,A,A,C,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,C,D,B,B,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B,C,A,B,B,A,A,B,A,B,A,A,A,B,'ACIMA DA MÉDIA '
A,B,A,C,C,B,B,B,A,A,B,A,B,B,D,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,C,B,B,C,B,A,B,C,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
A,B,L,C,B,B,B,B,A,A,B,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,B,C,C,C,C,A,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,E,C,B,B,B,B,A,B,A,A,B,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,C,B,B,C,A,A,B,A,A,B,A,B,A,B,A,B,'ACIMA DA MÉDIA '
B,B,D,D,B,A,B,B,A,A,A,A,A,B,C,D,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,A,B,B,C,B,B,C,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,B,D,C,A,B,B,B,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,A,E,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,I,D,B,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,A,B,A,A,C,B,B,D,A,B,B,A,A,A,A,B,A,A,D,'ACIMA DA MÉDIA '
A,B,C,E,E,B,B,C,C,A,B,A,C,B,D,F,A,A,F,A,A,A,C,A,A,A,A,A,A,A,A,C,B,B,A,C,B,A,B,C,A,B,A,C,B,B,A,A,A,A,A,'ACIMA DA MÉDIA '
A,B,E,D,C,B,B,B,B,A,A,A,B,B,C,B,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,B,C,C,C,C,D,A,B,A,A,A,A,B,A,B,B,B,'ACIMA DA MÉDIA '
B,B,C,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,A,B,A,A,B,B,B,D,C,B,A,A,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
B,B,C,E,C,B,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B,C,A,A,B,A,A,B,A,B,A,B,A,B,'ACIMA DA MÉDIA '
A,B,I,C,C,B,B,B,B,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,A,C,B,C,B,B,B,B,A,A,A,A,B,A,B,B,'ACIMA DA MÉDIA '
B,A,C,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,B,B,B,C,D,B,B,A,A,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
A,A,C,C,C,A,B,B,B,A,B,A,B,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,A,B,B,C,D,B,B,A,B,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,A,D,B,B,B,B,B,A,A,A,A,B,C,C,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,J,D,B,B,B,B,B,A,B,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,C,C,C,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,E,D,C,B,B,B,B,A,B,A,B,B,C,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,A,B,A,A,C,B,C,D,A,B,B,A,A,A,A,B,B,A,D,'ACIMA DA MÉDIA '
A,B,F,E,C,B,B,B,B,A,B,A,B,B,C,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,C,C,C,B,B,B,B,A,B,A,A,B,C,D,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,C,B,C,B,A,B,A,A,A,A,A,B,A,B,C,'ACIMA DA MÉDIA '
B,B,I,C,B,B,B,B,B,A,B,A,B,C,D,E,A,A,B,A,A,A,C,A,B,B,A,A,A,A,A,C,B,B,B,C,B,B,C,B,B,B,C,A,A,A,B,B,A,B,B,'ACIMA DA MÉDIA '
A,B,E,D,C,B,B,B,B,A,B,A,B,B,C,B,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,B,C,C,C,C,D,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,F,J,D,C,B,C,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,C,B,A,B,A,A,A,A,A,B,A,A,B,'ACIMA DA MÉDIA '
B,B,H,D,B,B,B,B,B,B,B,A,B,B,C,D,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,A,A,B,C,A,B,B,A,B,A,A,A,'ACIMA DA MÉDIA '
A,B,C,D,C,B,B,B,B,A,B,B,B,C,C,F,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,A,B,B,A,A,A,A,A,B,A,B,B,'ACIMA DA MÉDIA '
A,B,I,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,A,C,B,B,B,A,B,A,A,A,A,A,B,A,B,C,'ACIMA DA MÉDIA '
B,C,A,C,B,B,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,C,B,A,B,B,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,B,L,C,C,A,B,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,A,C,C,C,B,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
A,B,F,D,C,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,C,A,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,F,I,D,B,B,B,B,B,A,B,A,B,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,B,C,B,B,C,B,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,I,C,C,B,C,B,B,B,B,A,B,C,D,F,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,B,A,A,D,'ACIMA DA MÉDIA '
A,B,L,C,C,A,B,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,B,B,B,C,C,C,C,B,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,B,A,D,C,B,B,B,B,A,B,A,B,B,C,E,A,A,C,A,A,A,E,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,D,C,B,B,B,B,A,B,A,B,B,D,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,F,C,C,B,C,B,B,A,B,A,B,B,D,C,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,C,B,A,B,A,A,A,A,A,B,A,A,C,'ACIMA DA MÉDIA '
B,B,I,C,C,B,B,B,B,A,B,A,B,B,C,D,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,A,C,B,C,D,A,B,A,A,A,A,A,B,B,B,C,'ACIMA DA MÉDIA '
B,B,L,D,C,B,C,B,B,A,B,A,B,B,D,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,B,A,B,A,A,A,A,A,B,A,A,B,'ACIMA DA MÉDIA '
B,B,D,D,B,A,B,B,A,A,A,A,A,B,C,D,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,A,B,A,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,B,A,D,B,A,B,B,B,A,B,A,A,B,C,D,A,A,C,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,G,E,C,B,B,B,A,A,B,A,A,B,C,D,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,B,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,B,C,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,C,C,C,C,D,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,A,C,C,C,B,A,B,B,A,A,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,C,B,C,A,A,B,A,A,A,A,A,A,A,A,D,'ACIMA DA MÉDIA '
B,B,L,C,C,B,B,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,B,B,B,C,B,B,C,B,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,A,K,F,B,B,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,A,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,D,B,B,B,B,B,A,B,A,A,B,C,F,A,A,A,B,B,B,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,D,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,F,B,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,A,C,B,B,B,B,C,D,B,B,A,A,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
B,F,A,C,C,B,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,C,B,A,B,B,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,B,A,C,C,B,B,B,B,A,B,A,B,B,D,E,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,L,D,B,A,B,B,B,A,B,A,A,B,B,F,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,D,C,B,B,B,B,A,A,A,B,B,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,A,C,D,B,B,B,A,A,B,A,A,B,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,A,B,B,C,B,B,C,A,A,B,B,A,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
B,F,I,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,C,B,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,C,B,B,B,B,B,A,B,A,A,B,B,F,A,A,D,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,C,B,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,D,D,B,A,B,B,A,A,A,A,A,B,C,D,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,A,B,A,C,A,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,F,J,D,C,B,B,B,A,A,B,A,B,B,C,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,I,F,B,B,B,B,B,A,B,A,A,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,C,B,C,A,E,B,A,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,F,B,C,C,A,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,E,D,B,B,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,C,A,E,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,A,D,C,B,C,B,B,A,B,A,B,B,D,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,F,D,C,B,B,B,B,A,A,A,B,B,C,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,B,A,C,B,C,D,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,C,J,D,C,B,B,B,A,A,B,A,B,B,D,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,L,C,B,B,B,B,A,A,B,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,B,C,C,C,C,A,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,E,D,C,B,B,B,B,A,B,A,A,B,C,B,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,B,C,C,C,C,B,A,B,A,A,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
A,B,G,D,C,B,B,B,B,A,A,A,A,B,C,F,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,B,C,B,C,C,C,C,D,A,B,B,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,F,B,D,C,B,B,B,A,A,B,A,A,B,C,F,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,B,B,C,C,C,B,A,B,B,A,A,A,A,B,A,B,B,'ACIMA DA MÉDIA '
B,B,I,C,C,B,C,B,B,B,B,A,B,C,D,F,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,D,A,B,A,A,A,A,A,B,A,A,D,'ACIMA DA MÉDIA '
A,F,I,E,C,B,B,B,B,A,B,A,B,B,C,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,J,C,C,A,A,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,C,B,E,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,L,D,D,B,B,B,A,A,B,A,A,B,C,D,A,A,E,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,I,E,C,B,B,B,A,A,A,A,A,B,C,F,A,A,C,A,A,B,G,A,A,A,A,A,A,A,A,B,B,C,B,A,B,B,C,A,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,E,E,C,B,B,B,B,A,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,A,B,B,B,C,B,C,D,A,B,A,C,B,A,A,A,A,A,D,'ACIMA DA MÉDIA '
A,A,C,C,C,A,B,B,B,A,B,A,B,B,D,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,C,B,B,B,A,B,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,D,C,A,B,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,C,B,B,C,B,C,B,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,K,D,C,B,B,B,B,A,A,A,B,B,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,J,C,C,A,B,B,B,A,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,B,C,C,A,B,B,B,A,B,A,A,B,C,D,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,B,D,C,B,B,B,B,A,B,A,B,B,D,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,B,A,B,B,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,D,B,A,B,B,B,A,B,A,B,B,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,F,C,D,C,B,C,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,B,A,A,A,A,A,A,C,A,B,B,C,C,B,C,B,A,B,A,A,A,A,B,B,A,B,B,'ACIMA DA MÉDIA '
B,B,L,C,C,B,B,B,A,A,A,A,A,B,C,D,A,A,E,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,C,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,F,I,C,B,B,B,B,B,A,B,A,A,B,C,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,C,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,G,D,C,B,B,B,A,A,B,A,A,B,C,F,A,A,C,A,A,A,A,A,B,A,A,A,A,A,A,B,B,C,B,C,C,B,C,B,A,B,A,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,E,D,C,A,B,B,B,A,B,A,B,B,C,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,D,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,C,B,B,B,B,B,A,B,A,B,B,C,B,A,A,D,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,E,C,B,B,B,B,A,A,A,A,A,B,C,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,C,B,C,C,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,B,C,D,B,B,B,A,A,B,A,C,B,D,F,A,A,C,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,J,D,C,B,B,B,B,B,B,A,C,B,D,E,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,I,D,B,B,B,B,B,A,A,A,A,B,C,F,A,A,A,A,A,A,G,A,A,A,A,A,A,A,A,B,A,C,A,C,C,B,C,A,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,F,J,D,C,B,B,B,A,A,B,A,B,B,D,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,D,B,B,B,B,B,A,B,A,A,B,C,F,A,A,C,B,B,B,G,A,A,A,A,A,A,A,A,C,A,B,B,C,B,C,B,B,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,D,C,B,B,B,B,A,B,A,B,B,D,F,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,G,D,B,B,B,B,A,A,B,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,B,C,C,C,C,A,A,B,C,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,I,D,B,B,B,B,B,A,B,A,A,B,C,F,A,A,A,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,B,C,C,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,I,D,C,B,C,B,B,A,B,A,A,B,C,F,A,A,A,B,B,B,G,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,I,D,C,B,B,B,B,A,B,A,A,B,C,F,A,A,A,B,B,B,G,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,B,B,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,D,C,B,B,B,B,A,A,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,C,C,B,A,B,B,A,A,A,A,A,B,B,D,A,A,B,A,A,A,G,A,B,A,A,A,A,A,A,B,A,B,B,C,B,B,C,D,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,L,D,C,B,B,B,B,A,B,A,B,B,C,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,B,D,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,A,F,C,B,A,B,B,B,A,B,A,A,B,C,F,A,A,B,A,B,B,G,A,B,B,A,A,A,A,A,C,B,C,A,C,C,C,C,B,A,B,A,C,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,G,D,B,B,B,B,B,A,A,A,A,B,C,F,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,B,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,E,D,C,B,B,B,A,A,B,B,A,B,C,B,A,A,B,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,F,J,D,B,B,B,B,B,A,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,E,D,B,B,B,B,A,A,A,A,A,B,C,F,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,C,C,B,C,D,A,B,B,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,I,D,C,B,B,B,B,A,B,A,A,B,D,F,A,A,A,A,A,A,G,A,A,A,A,A,A,A,A,B,A,C,A,C,C,B,C,A,B,B,A,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,B,I,E,B,B,B,B,B,B,B,A,B,B,C,D,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,C,A,B,B,C,B,B,C,D,A,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,B,C,D,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,B,A,C,C,C,D,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,B,C,B,B,B,B,B,A,B,A,B,C,C,F,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,C,B,B,C,A,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
